season,week,week_exists,season_len,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,results,placement,judge_n,n_alive_w,performed,in_competition,elim_week,eliminated_end_of_week,j_total_raw,j_mean_raw,j_sd_raw,j_total,j_mean,j_sd,j_rank,tie_flag,j_points_rank,j_pct,j_z_within_week,delta_j_total,week_start,week_end,num_episodes,trend_date,window_start,window_end,trend_preday,trend_startday,trend_used_window_mean,trend_used,name,awards_pre_t0,awards_total
31.0,7.0,True,10.0,Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32.0,Eliminated Week 7,9.0,4.0,9.0,True,True,7.0,True,34.5,8.625,0.25,34.5,8.625,0.25,8.0,False,2.0,0.105990783,-0.695048047,0.5,2022/10/31,2022/11/6,1.0,2022/10/30,2022/10/28,2022/10/30,12.0,14.0,15.66666667,15.66666667,Jordin Sparks,4.0,4.0
31.0,8.0,True,10.0,Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32.0,Eliminated Week 7,9.0,4.0,8.0,False,False,7.0,False,0.0,0.0,0.0,,,,,False,,,,,2022/11/7,2022/11/13,1.0,2022/11/6,2022/11/4,2022/11/6,16.0,21.0,15.66666667,15.66666667,Jordin Sparks,4.0,4.0
31.0,9.0,True,10.0,Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32.0,Eliminated Week 7,9.0,4.0,6.0,False,False,7.0,False,0.0,0.0,0.0,,,,,False,,,,,2022/11/14,2022/11/20,1.0,2022/11/13,2022/11/11,2022/11/13,19.0,10.0,18.66666667,18.66666667,Jordin Sparks,4.0,4.0
31.0,10.0,True,10.0,Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32.0,Eliminated Week 7,9.0,4.0,4.0,False,False,7.0,False,0.0,0.0,0.0,,,,,False,,,,,2022/11/21,2022/11/21,1.0,2022/11/20,2022/11/18,2022/11/20,15.0,17.0,15.66666667,15.66666667,Jordin Sparks,4.0,4.0
31.0,11.0,False,10.0,Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32.0,Eliminated Week 7,9.0,0.0,0.0,False,False,7.0,False,0.0,,,,,,,False,,,,,,,,,,,,,,,Jordin Sparks,4.0,4.0
31.0,1.0,True,10.0,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24.0,Eliminated Week 5,11.0,4.0,16.0,True,True,5.0,False,23.0,5.75,0.5,23.0,5.75,0.5,9.0,False,8.0,0.060209424,-0.195087769,,2022/9/19,2022/9/25,1.0,2022/9/18,2022/9/19,2022/9/19,,8.0,8.0,8.0,Joseph Baena,0.0,0.0
31.0,2.0,True,10.0,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24.0,Eliminated Week 5,11.0,4.0,15.0,True,True,5.0,False,24.0,6.0,0.0,24.0,6.0,0.0,13.0,False,3.0,0.058252427,-1.046145474,1.0,2022/9/26,2022/10/2,1.0,2022/9/25,2022/9/23,2022/9/25,14.0,15.0,14.33333333,14.33333333,Joseph Baena,0.0,0.0
31.0,3.0,True,10.0,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24.0,Eliminated Week 5,11.0,4.0,14.0,True,True,5.0,False,29.0,7.25,0.5,29.0,7.25,0.5,7.5,True,7.5,0.071960298,0.062594112,5.0,2022/10/3,2022/10/9,1.0,2022/10/2,2022/9/30,2022/10/2,10.0,7.0,9.0,9.0,Joseph Baena,0.0,0.0
31.0,4.0,True,10.0,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24.0,Eliminated Week 5,11.0,4.0,13.0,True,True,5.0,False,28.0,7.0,0.0,28.0,7.0,0.0,11.5,True,2.5,0.068292683,-0.990220952,-1.0,2022/10/10,2022/10/16,1.0,2022/10/9,2022/10/7,2022/10/9,11.0,10.0,11.33333333,11.33333333,Joseph Baena,0.0,0.0
31.0,5.0,True,10.0,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24.0,Eliminated Week 5,11.0,4.0,12.0,True,True,5.0,True,35.0,8.75,0.288675135,35.0,8.75,0.288675135,10.0,False,3.0,0.078037904,-0.698797365,7.0,2022/10/17,2022/10/23,2.0,2022/10/16,2022/10/14,2022/10/16,10.0,9.0,10.0,10.0,Joseph Baena,0.0,0.0
31.0,6.0,True,10.0,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24.0,Eliminated Week 5,11.0,4.0,10.0,False,False,5.0,False,0.0,0.0,0.0,,,,,False,,,,,2022/10/24,2022/10/30,1.0,2022/10/23,2022/10/21,2022/10/23,19.0,19.0,21.33333333,21.33333333,Joseph Baena,0.0,0.0
31.0,7.0,True,10.0,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24.0,Eliminated Week 5,11.0,4.0,9.0,False,False,5.0,False,0.0,0.0,0.0,,,,,False,,,,,2022/10/31,2022/11/6,1.0,2022/10/30,2022/10/28,2022/10/30,9.0,6.0,8.333333333,8.333333333,Joseph Baena,0.0,0.0
31.0,8.0,True,10.0,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24.0,Eliminated Week 5,11.0,4.0,8.0,False,False,5.0,False,0.0,0.0,0.0,,,,,False,,,,,2022/11/7,2022/11/13,1.0,2022/11/6,2022/11/4,2022/11/6,4.0,4.0,4.666666667,4.666666667,Joseph Baena,0.0,0.0
31.0,9.0,True,10.0,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24.0,Eliminated Week 5,11.0,4.0,6.0,False,False,5.0,False,0.0,0.0,0.0,,,,,False,,,,,2022/11/14,2022/11/20,1.0,2022/11/13,2022/11/11,2022/11/13,6.0,3.0,5.666666667,5.666666667,Joseph Baena,0.0,0.0
31.0,10.0,True,10.0,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24.0,Eliminated Week 5,11.0,4.0,4.0,False,False,5.0,False,0.0,0.0,0.0,,,,,False,,,,,2022/11/21,2022/11/21,1.0,2022/11/20,2022/11/18,2022/11/20,5.0,2.0,2.666666667,2.666666667,Joseph Baena,0.0,0.0
31.0,11.0,False,10.0,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24.0,Eliminated Week 5,11.0,0.0,0.0,False,False,5.0,False,0.0,,,,,,,False,,,,,,,,,,,,,,,Joseph Baena,0.0,0.0
26.0,1.0,True,4.0,Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30.0,2nd Place,2.0,3.0,10.0,True,True,4.0,False,24.0,8.0,0.0,24.0,8.0,0.0,1.5,True,9.5,0.114285714,1.202675589,,2018/4/30,2018/5/6,1.0,2018/4/29,2018/4/30,2018/4/30,,13.0,13.0,13.0,Josh Norman,0.0,0.0
26.0,2.0,True,4.0,Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30.0,2nd Place,2.0,4.0,8.0,True,True,4.0,False,31.5,7.875,0.25,31.5,7.875,0.25,6.5,True,2.5,0.117757009,-0.716269145,7.5,2018/5/7,2018/5/13,1.0,2018/5/6,2018/5/4,2018/5/6,5.0,5.0,6.666666667,6.666666667,Josh Norman,0.0,0.0
26.0,3.0,True,4.0,Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30.0,2nd Place,2.0,4.0,6.0,True,True,4.0,False,38.0,9.5,0.0,38.0,9.5,0.0,2.0,False,5.0,0.180094787,0.687858973,6.5,2018/5/14,2018/5/20,1.0,2018/5/13,2018/5/11,2018/5/13,6.0,7.0,6.0,6.0,Josh Norman,0.0,0.0
26.0,4.0,True,4.0,Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30.0,2nd Place,2.0,3.0,3.0,True,True,4.0,False,28.5,9.5,0.0,28.5,9.5,0.0,2.0,False,2.0,0.333333333,0.0,-9.5,2018/5/21,2018/5/21,1.0,2018/5/20,2018/5/18,2018/5/20,7.0,9.0,6.0,6.0,Josh Norman,0.0,0.0
26.0,5.0,False,4.0,Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30.0,2nd Place,2.0,0.0,0.0,False,False,4.0,False,0.0,,,,,,,False,,,,,,,,,,,,,,,Josh Norman,0.0,0.0
26.0,6.0,False,4.0,Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30.0,2nd Place,2.0,0.0,0.0,False,False,4.0,False,0.0,,,,,,,False,,,,,,,,,,,,,,,Josh Norman,0.0,0.0
26.0,7.0,False,4.0,Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30.0,2nd Place,2.0,0.0,0.0,False,False,4.0,False,0.0,,,,,,,False,,,,,,,,,,,,,,,Josh Norman,0.0,0.0
26.0,8.0,False,4.0,Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30.0,2nd Place,2.0,0.0,0.0,False,False,4.0,False,0.0,,,,,,,False,,,,,,,,,,,,,,,Josh Norman,0.0,0.0
26.0,9.0,False,4.0,Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30.0,2nd Place,2.0,0.0,0.0,False,False,4.0,False,0.0,,,,,,,False,,,,,,,,,,,,,,,Josh Norman,0.0,0.0
26.0,10.0,False,4.0,Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30.0,2nd Place,2.0,0.0,0.0,False,False,4.0,False,0.0,,,,,,,False,,,,,,,,,,,,,,,Josh Norman,0.0,0.0
26.0,11.0,False,4.0,Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30.0,2nd Place,2.0,0.0,0.0,False,False,4.0,False,0.0,,,,,,,False,,,,,,,,,,,,,,,Josh Norman,0.0,0.0
5.0,1.0,True,10.0,Josie Maran,Alec Mazo,Model,California,United States,29.0,Eliminated Week 1,12.0,3.0,12.0,True,True,1.0,True,16.0,5.333333333,0.577350269,16.0,5.333333333,0.577350269,12.0,False,1.0,0.062256809,-1.843984279,,2007/9/24,2007/9/30,3.0,2007/9/23,2007/9/24,2007/9/24,,7.0,7.0,7.0,Josie Maran,0.0,0.0
5.0,2.0,True,10.0,Josie Maran,Alec Mazo,Model,California,United States,29.0,Eliminated Week 1,12.0,3.0,11.0,False,False,1.0,False,0.0,0.0,0.0,,,,,False,,,,,2007/10/1,2007/10/7,2.0,2007/9/30,2007/9/28,2007/9/30,7.0,5.0,11.66666667,11.66666667,Josie Maran,0.0,0.0
5.0,3.0,True,10.0,Josie Maran,Alec Mazo,Model,California,United States,29.0,Eliminated Week 1,12.0,3.0,10.0,False,False,1.0,False,0.0,0.0,0.0,,,,,False,,,,,2007/10/8,2007/10/14,2.0,2007/10/7,2007/10/5,2007/10/7,0.0,2.0,2.666666667,2.666666667,Josie Maran,0.0,0.0
5.0,4.0,True,10.0,Josie Maran,Alec Mazo,Model,California,United States,29.0,Eliminated Week 1,12.0,3.0,9.0,False,False,1.0,False,0.0,0.0,0.0,,,,,False,,,,,2007/10/15,2007/10/21,2.0,2007/10/14,2007/10/12,2007/10/14,0.0,0.0,0.0,0.0,Josie Maran,0.0,0.0
5.0,5.0,True,10.0,Josie Maran,Alec Mazo,Model,California,United States,29.0,Eliminated Week 1,12.0,3.0,8.0,False,False,1.0,False,0.0,0.0,0.0,,,,,False,,,,,2007/10/22,2007/10/28,2.0,2007/10/21,2007/10/19,2007/10/21,4.0,3.0,1.333333333,1.333333333,Josie Maran,0.0,0.0
5.0,6.0,True,10.0,Josie Maran,Alec Mazo,Model,California,United States,29.0,Eliminated Week 1,12.0,3.0,7.0,False,False,1.0,False,0.0,0.0,0.0,,,,,False,,,,,2007/10/29,2007/11/4,2.0,2007/10/28,2007/10/26,2007/10/28,0.0,0.0,3.0,3.0,Josie Maran,0.0,0.0
5.0,7.0,True,10.0,Josie Maran,Alec Mazo,Model,California,United States,29.0,Eliminated Week 1,12.0,3.0,6.0,False,False,1.0,False,0.0,0.0,0.0,,,,,False,,,,,2007/11/5,2007/11/11,2.0,2007/11/4,2007/11/2,2007/11/4,0.0,0.0,2.333333333,2.333333333,Josie Maran,0.0,0.0
5.0,8.0,True,10.0,Josie Maran,Alec Mazo,Model,California,United States,29.0,Eliminated Week 1,12.0,3.0,5.0,False,False,1.0,False,0.0,0.0,0.0,,,,,False,,,,,2007/11/12,2007/11/18,2.0,2007/11/11,2007/11/9,2007/11/11,4.0,0.0,2.666666667,2.666666667,Josie Maran,0.0,0.0
5.0,9.0,True,10.0,Josie Maran,Alec Mazo,Model,California,United States,29.0,Eliminated Week 1,12.0,3.0,4.0,False,False,1.0,False,0.0,0.0,0.0,,,,,False,,,,,2007/11/19,2007/11/25,2.0,2007/11/18,2007/11/16,2007/11/18,4.0,0.0,2.666666667,2.666666667,Josie Maran,0.0,0.0
5.0,10.0,True,10.0,Josie Maran,Alec Mazo,Model,California,United States,29.0,Eliminated Week 1,12.0,3.0,3.0,False,False,1.0,False,0.0,0.0,0.0,,,,,False,,,,,2007/11/26,2007/11/27,2.0,2007/11/25,2007/11/23,2007/11/25,0.0,0.0,0.0,0.0,Josie Maran,0.0,0.0
5.0,11.0,False,10.0,Josie Maran,Alec Mazo,Model,California,United States,29.0,Eliminated Week 1,12.0,0.0,0.0,False,False,1.0,False,0.0,,,,,,,False,,,,,,,,,,,,,,,Josie Maran,0.0,0.0
27.0,1.0,True,9.0,Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,,Argentina,39.0,Eliminated Week 8,5.0,3.0,13.0,True,True,8.0,False,22.0,7.333333333,0.577350269,22.0,7.333333333,0.577350269,3.5,True,10.5,0.08627451,0.931883142,,2018/9/24,2018/9/30,2.0,2018/9/23,2018/9/24,2018/9/24,0.0,0.0,0.0,0.0,Juan Pablo Di Pace,0.0,0.0
27.0,2.0,True,9.0,Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,,Argentina,39.0,Eliminated Week 8,5.0,3.0,12.0,True,True,8.0,False,26.0,8.666666667,0.577350269,26.0,8.666666667,0.577350269,2.0,True,11.0,0.096118299,1.151445856,4.0,2018/10/1,2018/10/7,2.0,2018/9/30,2018/9/28,2018/9/30,0.0,0.0,0.0,0.0,Juan Pablo Di Pace,0.0,0.0
27.0,3.0,True,9.0,Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,,Argentina,39.0,Eliminated Week 8,5.0,3.0,11.0,True,True,8.0,False,30.0,10.0,0.0,30.0,10.0,0.0,1.0,False,11.0,0.110701107,1.571128318,4.0,2018/10/8,2018/10/14,1.0,2018/10/7,2018/10/5,2018/10/7,0.0,0.0,0.0,0.0,Juan Pablo Di Pace,0.0,0.0
27.0,4.0,True,9.0,Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,,Argentina,39.0,Eliminated Week 8,5.0,3.0,10.0,True,True,8.0,False,24.0,8.0,0.0,24.0,8.0,0.0,5.5,True,5.5,0.103448276,0.204598302,-6.0,2018/10/15,2018/10/21,1.0,2018/10/14,2018/10/12,2018/10/14,0.0,97.0,0.0,0.0,Juan Pablo Di Pace,0.0,0.0
27.0,5.0,True,9.0,Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,,Argentina,39.0,Eliminated Week 8,5.0,3.0,9.0,True,True,8.0,False,29.0,9.666666667,0.577350269,29.0,9.666666667,0.577350269,1.5,True,8.5,0.130630631,1.128303895,5.0,2018/10/22,2018/10/28,1.0,2018/10/21,2018/10/19,2018/10/21,0.0,0.0,0.0,0.0,Juan Pablo Di Pace,0.0,0.0
27.0,6.0,True,9.0,Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,,Argentina,39.0,Eliminated Week 8,5.0,3.0,9.0,True,True,8.0,False,30.0,10.0,0.0,30.0,10.0,0.0,1.5,True,8.5,0.131004367,1.156076821,1.0,2018/10/29,2018/11/4,1.0,2018/10/28,2018/10/26,2018/10/28,0.0,0.0,0.0,0.0,Juan Pablo Di Pace,0.0,0.0
27.0,7.0,True,9.0,Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,,Argentina,39.0,Eliminated Week 8,5.0,3.0,8.0,True,True,8.0,False,28.0,9.333333333,0.288675135,28.0,9.333333333,0.288675135,3.0,False,6.0,0.128735632,0.439086108,-2.0,2018/11/5,2018/11/11,1.0,2018/11/4,2018/11/2,2018/11/4,0.0,0.0,0.0,0.0,Juan Pablo Di Pace,0.0,0.0
27.0,8.0,True,9.0,Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,,Argentina,39.0,Eliminated Week 8,5.0,3.0,6.0,True,True,8.0,True,30.0,10.0,0.0,30.0,10.0,0.0,1.0,False,6.0,0.186335404,0.96958969,2.0,2018/11/12,2018/11/18,1.0,2018/11/11,2018/11/9,2018/11/11,0.0,0.0,0.0,0.0,Juan Pablo Di Pace,0.0,0.0
27.0,9.0,True,9.0,Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,,Argentina,39.0,Eliminated Week 8,5.0,3.0,4.0,False,False,8.0,False,0.0,0.0,0.0,,,,,False,,,,,2018/11/19,2018/11/19,1.0,2018/11/18,2018/11/16,2018/11/18,0.0,0.0,0.0,0.0,Juan Pablo Di Pace,0.0,0.0
27.0,10.0,False,9.0,Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,,Argentina,39.0,Eliminated Week 8,5.0,0.0,0.0,False,False,8.0,False,0.0,,,,,,,False,,,,,,,,,,,,,,,Juan Pablo Di Pace,0.0,0.0
27.0,11.0,False,9.0,Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,,Argentina,39.0,Eliminated Week 8,5.0,0.0,0.0,False,False,8.0,False,0.0,,,,,,,False,,,,,,,,,,,,,,,Juan Pablo Di Pace,0.0,0.0
29.0,1.0,True,11.0,Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48.0,4th Place,4.0,3.0,15.0,True,True,11.0,False,21.0,7.0,0.0,21.0,7.0,0.0,1.5,True,14.5,0.080769231,1.179323788,,2020/9/14,2020/9/21,1.0,2020/9/13,2020/9/14,2020/9/14,,8.0,8.0,8.0,Justina Machado,0.0,0.0
29.0,2.0,True,11.0,Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48.0,4th Place,4.0,3.0,15.0,True,True,11.0,False,21.0,7.0,0.0,21.0,7.0,0.0,2.5,True,13.5,0.076923077,1.305506732,0.0,2020/9/22,2020/9/27,1.0,2020/9/21,2020/9/19,2020/9/21,4.0,4.0,5.0,5.0,Justina Machado,0.0,0.0
29.0,3.0,True,11.0,Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48.0,4th Place,4.0,3.0,14.0,True,True,11.0,False,19.0,6.333333333,0.577350269,19.0,6.333333333,0.577350269,10.0,False,5.0,0.067615658,-0.312385296,-2.0,2020/9/28,2020/10/4,1.0,2020/9/27,2020/9/25,2020/9/27,7.0,8.0,8.333333333,8.333333333,Justina Machado,0.0,0.0
29.0,4.0,True,11.0,Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48.0,4th Place,4.0,3.0,13.0,True,True,11.0,False,24.0,8.0,0.0,24.0,8.0,0.0,5.0,True,9.0,0.079734219,0.407687124,5.0,2020/10/5,2020/10/11,1.0,2020/10/4,2020/10/2,2020/10/4,5.0,4.0,7.0,7.0,Justina Machado,0.0,0.0
29.0,5.0,True,11.0,Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48.0,4th Place,4.0,3.0,12.0,True,True,11.0,False,24.0,8.0,0.0,24.0,8.0,0.0,7.0,True,6.0,0.083623693,0.027512728,0.0,2020/10/12,2020/10/18,1.0,2020/10/11,2020/10/9,2020/10/11,5.0,5.0,4.333333333,4.333333333,Justina Machado,0.0,0.0
29.0,6.0,True,11.0,Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48.0,4th Place,4.0,3.0,11.0,True,True,11.0,False,27.0,9.0,0.0,27.0,9.0,0.0,2.5,True,9.5,0.100746269,0.885976447,3.0,2020/10/19,2020/10/25,1.0,2020/10/18,2020/10/16,2020/10/18,4.0,7.0,5.333333333,5.333333333,Justina Machado,0.0,0.0
29.0,7.0,True,11.0,Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48.0,4th Place,4.0,3.0,10.0,True,True,11.0,False,26.0,8.666666667,0.577350269,26.0,8.666666667,0.577350269,6.0,True,5.0,0.1,0.0,-1.0,2020/10/26,2020/11/1,1.0,2020/10/25,2020/10/23,2020/10/25,3.0,3.0,4.666666667,4.666666667,Justina Machado,0.0,0.0
29.0,8.0,True,11.0,Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48.0,4th Place,4.0,3.0,8.0,True,True,11.0,False,28.9998,9.6666,0.0,28.9998,9.6666,0.0,3.0,False,6.0,0.130629965,0.630582837,2.9998,2020/11/2,2020/11/8,1.0,2020/11/1,2020/10/30,2020/11/1,3.0,3.0,3.0,3.0,Justina Machado,0.0,0.0
29.0,9.0,True,11.0,Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48.0,4th Place,4.0,3.0,7.0,True,True,11.0,False,25.9998,8.6666,0.0,25.9998,8.6666,0.0,5.0,False,3.0,0.134714548,-0.626813084,-3.0,2020/11/9,2020/11/15,1.0,2020/11/8,2020/11/6,2020/11/8,4.0,3.0,3.333333333,3.333333333,Justina Machado,0.0,0.0
29.0,10.0,True,11.0,Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48.0,4th Place,4.0,3.0,6.0,True,True,11.0,False,29.0,9.666666667,0.288675135,29.0,9.666666667,0.288675135,3.0,False,4.0,0.166666667,0.0,3.0002,2020/11/16,2020/11/22,1.0,2020/11/15,2020/11/13,2020/11/15,3.0,3.0,2.333333333,2.333333333,Justina Machado,0.0,0.0
29.0,11.0,True,11.0,Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48.0,4th Place,4.0,3.0,4.0,True,True,11.0,False,30.0,10.0,0.0,30.0,10.0,0.0,2.0,True,3.0,0.253164557,0.5,1.0,2020/11/23,2020/11/23,1.0,2020/11/22,2020/11/20,2020/11/22,4.0,6.0,3.333333333,3.333333333,Justina Machado,0.0,0.0
29.0,1.0,True,11.0,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35.0,1st Place,1.0,3.0,15.0,True,True,11.0,False,20.0,6.666666667,0.577350269,20.0,6.666666667,0.577350269,3.5,True,12.5,0.076923077,0.857690028,,2020/9/14,2020/9/21,1.0,2020/9/13,2020/9/14,2020/9/14,,13.0,13.0,13.0,Kaitlyn Bristowe,0.0,0.0
29.0,2.0,True,11.0,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35.0,1st Place,1.0,3.0,15.0,True,True,11.0,False,22.0,7.333333333,0.577350269,22.0,7.333333333,0.577350269,1.0,False,15.0,0.080586081,1.771759136,2.0,2020/9/22,2020/9/27,1.0,2020/9/21,2020/9/19,2020/9/21,5.0,6.0,6.0,6.0,Kaitlyn Bristowe,0.0,0.0
29.0,3.0,True,11.0,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35.0,1st Place,1.0,3.0,14.0,True,True,11.0,False,23.0,7.666666667,0.577350269,23.0,7.666666667,0.577350269,3.0,False,12.0,0.081850534,0.853853143,1.0,2020/9/28,2020/10/4,1.0,2020/9/27,2020/9/25,2020/9/27,8.0,9.0,9.0,9.0,Kaitlyn Bristowe,0.0,0.0
29.0,4.0,True,11.0,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35.0,1st Place,1.0,3.0,13.0,True,True,11.0,False,25.0,8.333333333,0.577350269,25.0,8.333333333,0.577350269,2.0,False,12.0,0.083056478,0.88949918,2.0,2020/10/5,2020/10/11,1.0,2020/10/4,2020/10/2,2020/10/4,4.0,4.0,4.0,4.0,Kaitlyn Bristowe,0.0,0.0
29.0,5.0,True,11.0,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35.0,1st Place,1.0,3.0,12.0,True,True,11.0,False,27.0,9.0,0.0,27.0,9.0,0.0,2.0,False,11.0,0.094076655,1.01797092,2.0,2020/10/12,2020/10/18,1.0,2020/10/11,2020/10/9,2020/10/11,4.0,3.0,4.0,4.0,Kaitlyn Bristowe,0.0,0.0
29.0,6.0,True,11.0,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35.0,1st Place,1.0,3.0,11.0,True,True,11.0,False,27.0,9.0,0.0,27.0,9.0,0.0,2.5,True,9.5,0.100746269,0.885976447,0.0,2020/10/19,2020/10/25,1.0,2020/10/18,2020/10/16,2020/10/18,6.0,5.0,5.333333333,5.333333333,Kaitlyn Bristowe,0.0,0.0
29.0,7.0,True,11.0,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35.0,1st Place,1.0,3.0,10.0,True,True,11.0,False,24.0,8.0,1.0,24.0,8.0,1.0,9.0,False,2.0,0.092307692,-0.948683298,-3.0,2020/10/26,2020/11/1,1.0,2020/10/25,2020/10/23,2020/10/25,8.0,3.0,8.0,8.0,Kaitlyn Bristowe,0.0,0.0
29.0,8.0,True,11.0,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35.0,1st Place,1.0,3.0,8.0,True,True,11.0,False,28.0,9.333333333,0.577350269,28.0,9.333333333,0.577350269,4.0,False,5.0,0.126126353,0.12615693,4.0,2020/11/2,2020/11/8,1.0,2020/11/1,2020/10/30,2020/11/1,4.0,6.0,4.666666667,4.666666667,Kaitlyn Bristowe,0.0,0.0
29.0,9.0,True,11.0,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35.0,1st Place,1.0,3.0,7.0,True,True,11.0,False,30.0,10.0,0.0,30.0,10.0,0.0,1.5,True,6.5,0.155441059,0.968703878,2.0,2020/11/9,2020/11/15,1.0,2020/11/8,2020/11/6,2020/11/8,4.0,3.0,5.0,5.0,Kaitlyn Bristowe,0.0,0.0
29.0,10.0,True,11.0,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35.0,1st Place,1.0,3.0,6.0,True,True,11.0,False,30.0,10.0,0.0,30.0,10.0,0.0,1.5,True,5.5,0.172413793,1.195228609,0.0,2020/11/16,2020/11/22,1.0,2020/11/15,2020/11/13,2020/11/15,9.0,9.0,6.666666667,6.666666667,Kaitlyn Bristowe,0.0,0.0
29.0,11.0,True,11.0,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35.0,1st Place,1.0,3.0,4.0,True,True,11.0,False,30.0,10.0,0.0,30.0,10.0,0.0,2.0,True,3.0,0.253164557,0.5,0.0,2020/11/23,2020/11/23,1.0,2020/11/22,2020/11/20,2020/11/22,4.0,6.0,4.333333333,4.333333333,Kaitlyn Bristowe,0.0,0.0
28.0,1.0,True,11.0,Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38.0,Eliminated Week 7,8.0,3.0,12.0,True,True,7.0,False,17.0,5.666666667,0.577350269,17.0,5.666666667,0.577350269,5.5,True,7.5,0.086294416,0.196523234,,2019/9/16,2019/9/22,1.0,2019/9/15,2019/9/16,2019/9/16,,11.0,11.0,11.0,Karamo Brown,0.0,0.0
28.0,2.0,True,11.0,Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38.0,Eliminated Week 7,8.0,3.0,12.0,True,True,7.0,False,19.0,6.333333333,1.154700538,19.0,6.333333333,1.154700538,6.5,True,6.5,0.086757991,0.230707188,2.0,2019/9/23,2019/9/29,1.0,2019/9/22,2019/9/20,2019/9/22,10.0,9.0,10.0,10.0,Karamo Brown,0.0,0.0
28.0,3.0,True,11.0,Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38.0,Eliminated Week 7,8.0,3.0,10.0,True,True,7.0,False,16.0,5.333333333,0.577350269,16.0,5.333333333,0.577350269,8.0,False,3.0,0.080808081,-0.913902899,-3.0,2019/9/30,2019/10/6,1.0,2019/9/29,2019/9/27,2019/9/29,7.0,6.0,9.0,9.0,Karamo Brown,0.0,0.0
