row_idx,name,t0,qid,awards_total,awards_dated,awards_pre_t0,award_date_coverage
2419,Lolo Jones,2014-11-03,Q466911,0,0,0,0.0
2420,Michael Waltrip,2014-11-03,Q946057,0,0,0,0.0
2421,Randy Couture,2014-11-03,Q352733,0,0,0,0.0
2422,Sadie Robertson,2014-11-03,Q16226085,0,0,0,0.0
2423,Tavis Smiley,2014-11-03,Q164382,1,0,0,0.0
2424,Tommy Chong,2014-11-03,Q369174,0,0,0,0.0
2425,Alfonso Ribeiro,2014-11-10,Q447691,2,2,2,1.0
2426,Antonio Sabato Jr.,2014-11-10,Q379461,0,0,0,0.0
2427,Bethany Mota,2014-11-10,Q16769657,3,3,2,1.0
2428,Betsey Johnson,2014-11-10,Q467665,1,1,0,1.0
2429,Janel Parrish,2014-11-10,Q242418,0,0,0,0.0
2430,Jonathan Bennett,2014-11-10,Q3738153,2,1,1,0.5
2431,Lea Thompson,2014-11-10,Q230605,0,0,0,0.0
2432,Lolo Jones,2014-11-10,Q466911,0,0,0,0.0
2433,Michael Waltrip,2014-11-10,Q946057,0,0,0,0.0
2434,Randy Couture,2014-11-10,Q352733,0,0,0,0.0
2435,Sadie Robertson,2014-11-10,Q16226085,0,0,0,0.0
2436,Tavis Smiley,2014-11-10,Q164382,1,0,0,0.0
2437,Tommy Chong,2014-11-10,Q369174,0,0,0,0.0
2438,Alfonso Ribeiro,2014-11-17,Q447691,2,2,2,1.0
2439,Antonio Sabato Jr.,2014-11-17,Q379461,0,0,0,0.0
2440,Bethany Mota,2014-11-17,Q16769657,3,3,2,1.0
2441,Betsey Johnson,2014-11-17,Q467665,1,1,0,1.0
2442,Janel Parrish,2014-11-17,Q242418,0,0,0,0.0
2443,Jonathan Bennett,2014-11-17,Q3738153,2,1,1,0.5
2444,Lea Thompson,2014-11-17,Q230605,0,0,0,0.0
2445,Lolo Jones,2014-11-17,Q466911,0,0,0,0.0
2446,Michael Waltrip,2014-11-17,Q946057,0,0,0,0.0
2447,Randy Couture,2014-11-17,Q352733,0,0,0,0.0
2448,Sadie Robertson,2014-11-17,Q16226085,0,0,0,0.0
2449,Tavis Smiley,2014-11-17,Q164382,1,0,0,0.0
2450,Tommy Chong,2014-11-17,Q369174,0,0,0,0.0
2451,Alfonso Ribeiro,2014-11-24,Q447691,2,2,2,1.0
2452,Antonio Sabato Jr.,2014-11-24,Q379461,0,0,0,0.0
2453,Bethany Mota,2014-11-24,Q16769657,3,3,2,1.0
2454,Betsey Johnson,2014-11-24,Q467665,1,1,0,1.0
2455,Janel Parrish,2014-11-24,Q242418,0,0,0,0.0
2456,Jonathan Bennett,2014-11-24,Q3738153,2,1,1,0.5
2457,Lea Thompson,2014-11-24,Q230605,0,0,0,0.0
2458,Lolo Jones,2014-11-24,Q466911,0,0,0,0.0
2459,Michael Waltrip,2014-11-24,Q946057,0,0,0,0.0
2460,Randy Couture,2014-11-24,Q352733,0,0,0,0.0
2461,Sadie Robertson,2014-11-24,Q16226085,0,0,0,0.0
2462,Tavis Smiley,2014-11-24,Q164382,1,0,0,0.0
2463,Tommy Chong,2014-11-24,Q369174,0,0,0,0.0
2464,Charlotte McKinney,2015-03-16,Q19571502,0,0,0,0.0
2465,Chris Soules,2015-03-16,Q19867926,0,0,0,0.0
2466,Michael Sam,2015-03-16,Q112664519,0,0,0,0.0
2467,Nastia Liukin,2015-03-16,Q230164,0,0,0,0.0
2468,Noah Galloway,2015-03-16,Q19666198,0,0,0,0.0
2469,Patti LaBelle,2015-03-16,Q31013,1,0,0,0.0
2470,Redfoo,2015-03-16,Q2938630,0,0,0,0.0
2471,Riker Lynch,2015-03-16,Q3935797,0,0,0,0.0
2472,Robert Herjavec,2015-03-16,Q324370,0,0,0,0.0
2473,Rumer Willis,2015-03-16,Q234566,0,0,0,0.0
2474,Suzanne Somers,2015-03-16,Q242939,1,0,0,0.0
2475,Willow Shields,2015-03-16,Q259144,0,0,0,0.0
2476,Charlotte McKinney,2015-03-23,Q19571502,0,0,0,0.0
2477,Chris Soules,2015-03-23,Q19867926,0,0,0,0.0
2478,Michael Sam,2015-03-23,Q112664519,0,0,0,0.0
2479,Nastia Liukin,2015-03-23,Q230164,0,0,0,0.0
2480,Noah Galloway,2015-03-23,Q19666198,0,0,0,0.0
2481,Patti LaBelle,2015-03-23,Q31013,1,0,0,0.0
2482,Redfoo,2015-03-23,Q2938630,0,0,0,0.0
2483,Riker Lynch,2015-03-23,Q3935797,0,0,0,0.0
2484,Robert Herjavec,2015-03-23,Q324370,0,0,0,0.0
2485,Rumer Willis,2015-03-23,Q234566,0,0,0,0.0
2486,Suzanne Somers,2015-03-23,Q242939,1,0,0,0.0
2487,Willow Shields,2015-03-23,Q259144,0,0,0,0.0
2488,Charlotte McKinney,2015-03-30,Q19571502,0,0,0,0.0
2489,Chris Soules,2015-03-30,Q19867926,0,0,0,0.0
2490,Michael Sam,2015-03-30,Q112664519,0,0,0,0.0
2491,Nastia Liukin,2015-03-30,Q230164,0,0,0,0.0
2492,Noah Galloway,2015-03-30,Q19666198,0,0,0,0.0
2493,Patti LaBelle,2015-03-30,Q31013,1,0,0,0.0
2494,Redfoo,2015-03-30,Q2938630,0,0,0,0.0
2495,Riker Lynch,2015-03-30,Q3935797,0,0,0,0.0
2496,Robert Herjavec,2015-03-30,Q324370,0,0,0,0.0
2497,Rumer Willis,2015-03-30,Q234566,0,0,0,0.0
2498,Suzanne Somers,2015-03-30,Q242939,1,0,0,0.0
2499,Willow Shields,2015-03-30,Q259144,0,0,0,0.0
2500,Charlotte McKinney,2015-04-06,Q19571502,0,0,0,0.0
2501,Chris Soules,2015-04-06,Q19867926,0,0,0,0.0
2502,Michael Sam,2015-04-06,Q112664519,0,0,0,0.0
2503,Nastia Liukin,2015-04-06,Q230164,0,0,0,0.0
2504,Noah Galloway,2015-04-06,Q19666198,0,0,0,0.0
2505,Patti LaBelle,2015-04-06,Q31013,1,0,0,0.0
2506,Redfoo,2015-04-06,Q2938630,0,0,0,0.0
2507,Riker Lynch,2015-04-06,Q3935797,0,0,0,0.0
2508,Robert Herjavec,2015-04-06,Q324370,0,0,0,0.0
2509,Rumer Willis,2015-04-06,Q234566,0,0,0,0.0
2510,Suzanne Somers,2015-04-06,Q242939,1,0,0,0.0
2511,Willow Shields,2015-04-06,Q259144,0,0,0,0.0
2512,Charlotte McKinney,2015-04-13,Q19571502,0,0,0,0.0
2513,Chris Soules,2015-04-13,Q19867926,0,0,0,0.0
2514,Michael Sam,2015-04-13,Q112664519,0,0,0,0.0
2515,Nastia Liukin,2015-04-13,Q230164,0,0,0,0.0
2516,Noah Galloway,2015-04-13,Q19666198,0,0,0,0.0
2517,Patti LaBelle,2015-04-13,Q31013,1,0,0,0.0
2518,Redfoo,2015-04-13,Q2938630,0,0,0,0.0
2519,Riker Lynch,2015-04-13,Q3935797,0,0,0,0.0
2520,Robert Herjavec,2015-04-13,Q324370,0,0,0,0.0
2521,Rumer Willis,2015-04-13,Q234566,0,0,0,0.0
2522,Suzanne Somers,2015-04-13,Q242939,1,0,0,0.0
2523,Willow Shields,2015-04-13,Q259144,0,0,0,0.0
2524,Charlotte McKinney,2015-04-20,Q19571502,0,0,0,0.0
2525,Chris Soules,2015-04-20,Q19867926,0,0,0,0.0
2526,Michael Sam,2015-04-20,Q112664519,0,0,0,0.0
2527,Nastia Liukin,2015-04-20,Q230164,0,0,0,0.0
2528,Noah Galloway,2015-04-20,Q19666198,0,0,0,0.0
2529,Patti LaBelle,2015-04-20,Q31013,1,0,0,0.0
2530,Redfoo,2015-04-20,Q2938630,0,0,0,0.0
2531,Riker Lynch,2015-04-20,Q3935797,0,0,0,0.0
2532,Robert Herjavec,2015-04-20,Q324370,0,0,0,0.0
2533,Rumer Willis,2015-04-20,Q234566,0,0,0,0.0
2534,Suzanne Somers,2015-04-20,Q242939,1,0,0,0.0
2535,Willow Shields,2015-04-20,Q259144,0,0,0,0.0
2536,Charlotte McKinney,2015-04-27,Q19571502,0,0,0,0.0
2537,Chris Soules,2015-04-27,Q19867926,0,0,0,0.0
2538,Michael Sam,2015-04-27,Q112664519,0,0,0,0.0
2539,Nastia Liukin,2015-04-27,Q230164,0,0,0,0.0
2540,Noah Galloway,2015-04-27,Q19666198,0,0,0,0.0
2541,Patti LaBelle,2015-04-27,Q31013,1,0,0,0.0
2542,Redfoo,2015-04-27,Q2938630,0,0,0,0.0
2543,Riker Lynch,2015-04-27,Q3935797,0,0,0,0.0
2544,Robert Herjavec,2015-04-27,Q324370,0,0,0,0.0
2545,Rumer Willis,2015-04-27,Q234566,0,0,0,0.0
2546,Suzanne Somers,2015-04-27,Q242939,1,0,0,0.0
2547,Willow Shields,2015-04-27,Q259144,0,0,0,0.0
2548,Charlotte McKinney,2015-05-04,Q19571502,0,0,0,0.0
2549,Chris Soules,2015-05-04,Q19867926,0,0,0,0.0
2550,Michael Sam,2015-05-04,Q112664519,0,0,0,0.0
2551,Nastia Liukin,2015-05-04,Q230164,0,0,0,0.0
2552,Noah Galloway,2015-05-04,Q19666198,0,0,0,0.0
2553,Patti LaBelle,2015-05-04,Q31013,1,0,0,0.0
2554,Redfoo,2015-05-04,Q2938630,0,0,0,0.0
2555,Riker Lynch,2015-05-04,Q3935797,0,0,0,0.0
2556,Robert Herjavec,2015-05-04,Q324370,0,0,0,0.0
2557,Rumer Willis,2015-05-04,Q234566,0,0,0,0.0
2558,Suzanne Somers,2015-05-04,Q242939,1,0,0,0.0
2559,Willow Shields,2015-05-04,Q259144,0,0,0,0.0
2560,Charlotte McKinney,2015-05-11,Q19571502,0,0,0,0.0
2561,Chris Soules,2015-05-11,Q19867926,0,0,0,0.0
2562,Michael Sam,2015-05-11,Q112664519,0,0,0,0.0
2563,Nastia Liukin,2015-05-11,Q230164,0,0,0,0.0
2564,Noah Galloway,2015-05-11,Q19666198,0,0,0,0.0
2565,Patti LaBelle,2015-05-11,Q31013,1,0,0,0.0
2566,Redfoo,2015-05-11,Q2938630,0,0,0,0.0
2567,Riker Lynch,2015-05-11,Q3935797,0,0,0,0.0
2568,Robert Herjavec,2015-05-11,Q324370,0,0,0,0.0
2569,Rumer Willis,2015-05-11,Q234566,0,0,0,0.0
2570,Suzanne Somers,2015-05-11,Q242939,1,0,0,0.0
2571,Willow Shields,2015-05-11,Q259144,0,0,0,0.0
2572,Charlotte McKinney,2015-05-18,Q19571502,0,0,0,0.0
2573,Chris Soules,2015-05-18,Q19867926,0,0,0,0.0
2574,Michael Sam,2015-05-18,Q112664519,0,0,0,0.0
2575,Nastia Liukin,2015-05-18,Q230164,0,0,0,0.0
2576,Noah Galloway,2015-05-18,Q19666198,0,0,0,0.0
2577,Patti LaBelle,2015-05-18,Q31013,1,0,0,0.0
2578,Redfoo,2015-05-18,Q2938630,0,0,0,0.0
2579,Riker Lynch,2015-05-18,Q3935797,0,0,0,0.0
2580,Robert Herjavec,2015-05-18,Q324370,0,0,0,0.0
2581,Rumer Willis,2015-05-18,Q234566,0,0,0,0.0
2582,Suzanne Somers,2015-05-18,Q242939,1,0,0,0.0
2583,Willow Shields,2015-05-18,Q259144,0,0,0,0.0
2584,Charlotte McKinney,,Q19571502,0,0,0,0.0
2585,Chris Soules,,Q19867926,0,0,0,0.0
2586,Michael Sam,,Q112664519,0,0,0,0.0
2587,Nastia Liukin,,Q230164,0,0,0,0.0
2588,Noah Galloway,,Q19666198,0,0,0,0.0
2589,Patti LaBelle,,Q31013,0,0,0,0.0
2590,Redfoo,,Q2938630,0,0,0,0.0
2591,Riker Lynch,,Q3935797,0,0,0,0.0
2592,Robert Herjavec,,Q324370,0,0,0,0.0
2593,Rumer Willis,,Q234566,0,0,0,0.0
2594,Suzanne Somers,,Q242939,0,0,0,0.0
2595,Willow Shields,,Q259144,0,0,0,0.0
2596,Alek Skarlatos,2015-09-14,Q21055237,1,0,0,0.0
2597,Alexa PenaVega,2015-09-14,Q152555,0,0,0,0.0
2598,Andy Grammer,2015-09-14,Q4299814,0,0,0,0.0
2599,Bindi Irwin,2015-09-14,Q2423081,2,0,0,0.0
2600,Carlos PenaVega,2015-09-14,Q26053,0,0,0,0.0
2601,Chaka Khan,2015-09-14,Q229498,3,2,1,0.6666666666666666
2602,Gary Busey,2015-09-14,Q312081,0,0,0,0.0
2603,Hayes Grier,2015-09-14,Q17411181,0,0,0,0.0
2604,Kim Zolciak-Biermann,2015-09-14,Q4193709,0,0,0,0.0
2605,Nick Carter,2015-09-14,Q338748,0,0,0,0.0
2606,Paula Deen,2015-09-14,Q3071037,1,0,0,0.0
2607,Tamar Braxton,2015-09-14,Q437375,1,1,1,1.0
2608,Victor Espinoza,2015-09-14,Q7925891,2,2,2,1.0
2609,Alek Skarlatos,2015-09-21,Q21055237,1,0,0,0.0
2610,Alexa PenaVega,2015-09-21,Q152555,0,0,0,0.0
2611,Andy Grammer,2015-09-21,Q4299814,0,0,0,0.0
2612,Bindi Irwin,2015-09-21,Q2423081,2,0,0,0.0
2613,Carlos PenaVega,2015-09-21,Q26053,0,0,0,0.0
2614,Chaka Khan,2015-09-21,Q229498,3,2,1,0.6666666666666666
2615,Gary Busey,2015-09-21,Q312081,0,0,0,0.0
2616,Hayes Grier,2015-09-21,Q17411181,0,0,0,0.0
2617,Kim Zolciak-Biermann,2015-09-21,Q4193709,0,0,0,0.0
2618,Nick Carter,2015-09-21,Q338748,0,0,0,0.0
2619,Paula Deen,2015-09-21,Q3071037,1,0,0,0.0
2620,Tamar Braxton,2015-09-21,Q437375,1,1,1,1.0
2621,Victor Espinoza,2015-09-21,Q7925891,2,2,2,1.0
2622,Alek Skarlatos,2015-09-28,Q21055237,1,0,0,0.0
2623,Alexa PenaVega,2015-09-28,Q152555,0,0,0,0.0
2624,Andy Grammer,2015-09-28,Q4299814,0,0,0,0.0
2625,Bindi Irwin,2015-09-28,Q2423081,2,0,0,0.0
2626,Carlos PenaVega,2015-09-28,Q26053,0,0,0,0.0
2627,Chaka Khan,2015-09-28,Q229498,3,2,1,0.6666666666666666
2628,Gary Busey,2015-09-28,Q312081,0,0,0,0.0
2629,Hayes Grier,2015-09-28,Q17411181,0,0,0,0.0
2630,Kim Zolciak-Biermann,2015-09-28,Q4193709,0,0,0,0.0
2631,Nick Carter,2015-09-28,Q338748,0,0,0,0.0
2632,Paula Deen,2015-09-28,Q3071037,1,0,0,0.0
2633,Tamar Braxton,2015-09-28,Q437375,1,1,1,1.0
2634,Victor Espinoza,2015-09-28,Q7925891,2,2,2,1.0
2635,Alek Skarlatos,2015-10-05,Q21055237,1,0,0,0.0
2636,Alexa PenaVega,2015-10-05,Q152555,0,0,0,0.0
2637,Andy Grammer,2015-10-05,Q4299814,0,0,0,0.0
2638,Bindi Irwin,2015-10-05,Q2423081,2,0,0,0.0
2639,Carlos PenaVega,2015-10-05,Q26053,0,0,0,0.0
2640,Chaka Khan,2015-10-05,Q229498,3,2,1,0.6666666666666666
2641,Gary Busey,2015-10-05,Q312081,0,0,0,0.0
2642,Hayes Grier,2015-10-05,Q17411181,0,0,0,0.0
2643,Kim Zolciak-Biermann,2015-10-05,Q4193709,0,0,0,0.0
2644,Nick Carter,2015-10-05,Q338748,0,0,0,0.0
2645,Paula Deen,2015-10-05,Q3071037,1,0,0,0.0
2646,Tamar Braxton,2015-10-05,Q437375,1,1,1,1.0
2647,Victor Espinoza,2015-10-05,Q7925891,2,2,2,1.0
2648,Alek Skarlatos,2015-10-12,Q21055237,1,0,0,0.0
2649,Alexa PenaVega,2015-10-12,Q152555,0,0,0,0.0
2650,Andy Grammer,2015-10-12,Q4299814,0,0,0,0.0
2651,Bindi Irwin,2015-10-12,Q2423081,2,0,0,0.0
2652,Carlos PenaVega,2015-10-12,Q26053,0,0,0,0.0
2653,Chaka Khan,2015-10-12,Q229498,3,2,1,0.6666666666666666
2654,Gary Busey,2015-10-12,Q312081,0,0,0,0.0
2655,Hayes Grier,2015-10-12,Q17411181,0,0,0,0.0
2656,Kim Zolciak-Biermann,2015-10-12,Q4193709,0,0,0,0.0
2657,Nick Carter,2015-10-12,Q338748,0,0,0,0.0
2658,Paula Deen,2015-10-12,Q3071037,1,0,0,0.0
2659,Tamar Braxton,2015-10-12,Q437375,1,1,1,1.0
2660,Victor Espinoza,2015-10-12,Q7925891,2,2,2,1.0
2661,Alek Skarlatos,2015-10-19,Q21055237,1,0,0,0.0
2662,Alexa PenaVega,2015-10-19,Q152555,0,0,0,0.0
2663,Andy Grammer,2015-10-19,Q4299814,0,0,0,0.0
2664,Bindi Irwin,2015-10-19,Q2423081,2,0,0,0.0
2665,Carlos PenaVega,2015-10-19,Q26053,0,0,0,0.0
2666,Chaka Khan,2015-10-19,Q229498,3,2,1,0.6666666666666666
2667,Gary Busey,2015-10-19,Q312081,0,0,0,0.0
2668,Hayes Grier,2015-10-19,Q17411181,0,0,0,0.0
2669,Kim Zolciak-Biermann,2015-10-19,Q4193709,0,0,0,0.0
2670,Nick Carter,2015-10-19,Q338748,0,0,0,0.0
2671,Paula Deen,2015-10-19,Q3071037,1,0,0,0.0
2672,Tamar Braxton,2015-10-19,Q437375,1,1,1,1.0
2673,Victor Espinoza,2015-10-19,Q7925891,2,2,2,1.0
2674,Alek Skarlatos,2015-10-26,Q21055237,1,0,0,0.0
2675,Alexa PenaVega,2015-10-26,Q152555,0,0,0,0.0
2676,Andy Grammer,2015-10-26,Q4299814,0,0,0,0.0
2677,Bindi Irwin,2015-10-26,Q2423081,2,0,0,0.0
2678,Carlos PenaVega,2015-10-26,Q26053,0,0,0,0.0
2679,Chaka Khan,2015-10-26,Q229498,3,2,1,0.6666666666666666
2680,Gary Busey,2015-10-26,Q312081,0,0,0,0.0
2681,Hayes Grier,2015-10-26,Q17411181,0,0,0,0.0
2682,Kim Zolciak-Biermann,2015-10-26,Q4193709,0,0,0,0.0
2683,Nick Carter,2015-10-26,Q338748,0,0,0,0.0
2684,Paula Deen,2015-10-26,Q3071037,1,0,0,0.0
2685,Tamar Braxton,2015-10-26,Q437375,1,1,1,1.0
2686,Victor Espinoza,2015-10-26,Q7925891,2,2,2,1.0
2687,Alek Skarlatos,2015-11-02,Q21055237,1,0,0,0.0
2688,Alexa PenaVega,2015-11-02,Q152555,0,0,0,0.0
2689,Andy Grammer,2015-11-02,Q4299814,0,0,0,0.0
2690,Bindi Irwin,2015-11-02,Q2423081,2,0,0,0.0
2691,Carlos PenaVega,2015-11-02,Q26053,0,0,0,0.0
2692,Chaka Khan,2015-11-02,Q229498,3,2,1,0.6666666666666666
2693,Gary Busey,2015-11-02,Q312081,0,0,0,0.0
2694,Hayes Grier,2015-11-02,Q17411181,0,0,0,0.0
2695,Kim Zolciak-Biermann,2015-11-02,Q4193709,0,0,0,0.0
2696,Nick Carter,2015-11-02,Q338748,0,0,0,0.0
2697,Paula Deen,2015-11-02,Q3071037,1,0,0,0.0
2698,Tamar Braxton,2015-11-02,Q437375,1,1,1,1.0
2699,Victor Espinoza,2015-11-02,Q7925891,2,2,2,1.0
2700,Alek Skarlatos,2015-11-09,Q21055237,1,0,0,0.0
2701,Alexa PenaVega,2015-11-09,Q152555,0,0,0,0.0
2702,Andy Grammer,2015-11-09,Q4299814,0,0,0,0.0
2703,Bindi Irwin,2015-11-09,Q2423081,2,0,0,0.0
2704,Carlos PenaVega,2015-11-09,Q26053,0,0,0,0.0
2705,Chaka Khan,2015-11-09,Q229498,3,2,1,0.6666666666666666
2706,Gary Busey,2015-11-09,Q312081,0,0,0,0.0
2707,Hayes Grier,2015-11-09,Q17411181,0,0,0,0.0
2708,Kim Zolciak-Biermann,2015-11-09,Q4193709,0,0,0,0.0
2709,Nick Carter,2015-11-09,Q338748,0,0,0,0.0
2710,Paula Deen,2015-11-09,Q3071037,1,0,0,0.0
2711,Tamar Braxton,2015-11-09,Q437375,1,1,1,1.0
2712,Victor Espinoza,2015-11-09,Q7925891,2,2,2,1.0
2713,Alek Skarlatos,2015-11-16,Q21055237,1,0,0,0.0
2714,Alexa PenaVega,2015-11-16,Q152555,0,0,0,0.0
2715,Andy Grammer,2015-11-16,Q4299814,0,0,0,0.0
2716,Bindi Irwin,2015-11-16,Q2423081,2,0,0,0.0
2717,Carlos PenaVega,2015-11-16,Q26053,0,0,0,0.0
2718,Chaka Khan,2015-11-16,Q229498,3,2,1,0.6666666666666666
2719,Gary Busey,2015-11-16,Q312081,0,0,0,0.0
2720,Hayes Grier,2015-11-16,Q17411181,0,0,0,0.0
2721,Kim Zolciak-Biermann,2015-11-16,Q4193709,0,0,0,0.0
2722,Nick Carter,2015-11-16,Q338748,0,0,0,0.0
2723,Paula Deen,2015-11-16,Q3071037,1,0,0,0.0
2724,Tamar Braxton,2015-11-16,Q437375,1,1,1,1.0
2725,Victor Espinoza,2015-11-16,Q7925891,2,2,2,1.0
2726,Alek Skarlatos,2015-11-23,Q21055237,1,0,0,0.0
2727,Alexa PenaVega,2015-11-23,Q152555,0,0,0,0.0
2728,Andy Grammer,2015-11-23,Q4299814,0,0,0,0.0
2729,Bindi Irwin,2015-11-23,Q2423081,2,0,0,0.0
2730,Carlos PenaVega,2015-11-23,Q26053,0,0,0,0.0
2731,Chaka Khan,2015-11-23,Q229498,3,2,1,0.6666666666666666
2732,Gary Busey,2015-11-23,Q312081,0,0,0,0.0
2733,Hayes Grier,2015-11-23,Q17411181,0,0,0,0.0
2734,Kim Zolciak-Biermann,2015-11-23,Q4193709,0,0,0,0.0
2735,Nick Carter,2015-11-23,Q338748,0,0,0,0.0
2736,Paula Deen,2015-11-23,Q3071037,1,0,0,0.0
2737,Tamar Braxton,2015-11-23,Q437375,1,1,1,1.0
2738,Victor Espinoza,2015-11-23,Q7925891,2,2,2,1.0
2739,Antonio Brown,2016-03-21,Q4776474,0,0,0,0.0
2740,Doug Flutie,2016-03-21,Q1251736,3,0,0,0.0
2741,Geraldo Rivera,2016-03-21,Q1368995,1,1,1,1.0
2742,Ginger Zee,2016-03-21,Q5563073,0,0,0,0.0
2743,Jodie Sweetin,2016-03-21,Q236861,1,1,1,1.0
2744,Kim Fields,2016-03-21,Q772031,0,0,0,0.0
2745,Marla Maples,2016-03-21,Q2597050,0,0,0,0.0
2746,Mischa Barton,2016-03-21,Q207458,0,0,0,0.0
2747,Nyle DiMarco,2016-03-21,Q21005632,1,1,1,1.0
2748,Paige VanZant,2016-03-21,Q10343583,0,0,0,0.0
2749,Von Miller,2016-03-21,Q83384212,0,0,0,0.0
2750,Wanya Morris,2016-03-21,Q2548555,0,0,0,0.0
2751,Antonio Brown,2016-03-28,Q4776474,0,0,0,0.0
2752,Doug Flutie,2016-03-28,Q1251736,3,0,0,0.0
2753,Geraldo Rivera,2016-03-28,Q1368995,1,1,1,1.0
2754,Ginger Zee,2016-03-28,Q5563073,0,0,0,0.0
2755,Jodie Sweetin,2016-03-28,Q236861,1,1,1,1.0
2756,Kim Fields,2016-03-28,Q772031,0,0,0,0.0
2757,Marla Maples,2016-03-28,Q2597050,0,0,0,0.0
2758,Mischa Barton,2016-03-28,Q207458,0,0,0,0.0
2759,Nyle DiMarco,2016-03-28,Q21005632,1,1,1,1.0
2760,Paige VanZant,2016-03-28,Q10343583,0,0,0,0.0
2761,Von Miller,2016-03-28,Q83384212,0,0,0,0.0
2762,Wanya Morris,2016-03-28,Q2548555,0,0,0,0.0
2763,Antonio Brown,2016-04-04,Q4776474,0,0,0,0.0
2764,Doug Flutie,2016-04-04,Q1251736,3,0,0,0.0
2765,Geraldo Rivera,2016-04-04,Q1368995,1,1,1,1.0
2766,Ginger Zee,2016-04-04,Q5563073,0,0,0,0.0
2767,Jodie Sweetin,2016-04-04,Q236861,1,1,1,1.0
2768,Kim Fields,2016-04-04,Q772031,0,0,0,0.0
2769,Marla Maples,2016-04-04,Q2597050,0,0,0,0.0
2770,Mischa Barton,2016-04-04,Q207458,0,0,0,0.0
2771,Nyle DiMarco,2016-04-04,Q21005632,1,1,1,1.0
2772,Paige VanZant,2016-04-04,Q10343583,0,0,0,0.0
2773,Von Miller,2016-04-04,Q83384212,0,0,0,0.0
2774,Wanya Morris,2016-04-04,Q2548555,0,0,0,0.0
2775,Antonio Brown,2016-04-11,Q4776474,0,0,0,0.0
2776,Doug Flutie,2016-04-11,Q1251736,3,0,0,0.0
2777,Geraldo Rivera,2016-04-11,Q1368995,1,1,1,1.0
2778,Ginger Zee,2016-04-11,Q5563073,0,0,0,0.0
2779,Jodie Sweetin,2016-04-11,Q236861,1,1,1,1.0
2780,Kim Fields,2016-04-11,Q772031,0,0,0,0.0
2781,Marla Maples,2016-04-11,Q2597050,0,0,0,0.0
2782,Mischa Barton,2016-04-11,Q207458,0,0,0,0.0
2783,Nyle DiMarco,2016-04-11,Q21005632,1,1,1,1.0
2784,Paige VanZant,2016-04-11,Q10343583,0,0,0,0.0
2785,Von Miller,2016-04-11,Q83384212,0,0,0,0.0
2786,Wanya Morris,2016-04-11,Q2548555,0,0,0,0.0
2787,Antonio Brown,2016-04-18,Q4776474,0,0,0,0.0
2788,Doug Flutie,2016-04-18,Q1251736,3,0,0,0.0
2789,Geraldo Rivera,2016-04-18,Q1368995,1,1,1,1.0
2790,Ginger Zee,2016-04-18,Q5563073,0,0,0,0.0
2791,Jodie Sweetin,2016-04-18,Q236861,1,1,1,1.0
2792,Kim Fields,2016-04-18,Q772031,0,0,0,0.0
2793,Marla Maples,2016-04-18,Q2597050,0,0,0,0.0
2794,Mischa Barton,2016-04-18,Q207458,0,0,0,0.0
2795,Nyle DiMarco,2016-04-18,Q21005632,1,1,1,1.0
2796,Paige VanZant,2016-04-18,Q10343583,0,0,0,0.0
2797,Von Miller,2016-04-18,Q83384212,0,0,0,0.0
2798,Wanya Morris,2016-04-18,Q2548555,0,0,0,0.0
2799,Antonio Brown,2016-04-25,Q4776474,0,0,0,0.0
2800,Doug Flutie,2016-04-25,Q1251736,3,0,0,0.0
2801,Geraldo Rivera,2016-04-25,Q1368995,1,1,1,1.0
2802,Ginger Zee,2016-04-25,Q5563073,0,0,0,0.0
2803,Jodie Sweetin,2016-04-25,Q236861,1,1,1,1.0
2804,Kim Fields,2016-04-25,Q772031,0,0,0,0.0
2805,Marla Maples,2016-04-25,Q2597050,0,0,0,0.0
2806,Mischa Barton,2016-04-25,Q207458,0,0,0,0.0
2807,Nyle DiMarco,2016-04-25,Q21005632,1,1,1,1.0
2808,Paige VanZant,2016-04-25,Q10343583,0,0,0,0.0
2809,Von Miller,2016-04-25,Q83384212,0,0,0,0.0
2810,Wanya Morris,2016-04-25,Q2548555,0,0,0,0.0
2811,Antonio Brown,2016-05-02,Q4776474,0,0,0,0.0
2812,Doug Flutie,2016-05-02,Q1251736,3,0,0,0.0
2813,Geraldo Rivera,2016-05-02,Q1368995,1,1,1,1.0
2814,Ginger Zee,2016-05-02,Q5563073,0,0,0,0.0
2815,Jodie Sweetin,2016-05-02,Q236861,1,1,1,1.0
2816,Kim Fields,2016-05-02,Q772031,0,0,0,0.0
2817,Marla Maples,2016-05-02,Q2597050,0,0,0,0.0
2818,Mischa Barton,2016-05-02,Q207458,0,0,0,0.0
2819,Nyle DiMarco,2016-05-02,Q21005632,1,1,1,1.0
2820,Paige VanZant,2016-05-02,Q10343583,0,0,0,0.0
2821,Von Miller,2016-05-02,Q83384212,0,0,0,0.0
2822,Wanya Morris,2016-05-02,Q2548555,0,0,0,0.0
2823,Antonio Brown,2016-05-09,Q4776474,0,0,0,0.0
2824,Doug Flutie,2016-05-09,Q1251736,3,0,0,0.0
2825,Geraldo Rivera,2016-05-09,Q1368995,1,1,1,1.0
2826,Ginger Zee,2016-05-09,Q5563073,0,0,0,0.0
2827,Jodie Sweetin,2016-05-09,Q236861,1,1,1,1.0
2828,Kim Fields,2016-05-09,Q772031,0,0,0,0.0
