season,week,week_exists,season_len,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,results,placement,judge_n,n_alive_w,performed,in_competition,elim_week,eliminated_end_of_week,j_total_raw,j_mean_raw,j_sd_raw,j_total,j_mean,j_sd,j_rank,tie_flag,j_points_rank,j_pct,j_z_within_week,delta_j_total,week_start,week_end,num_episodes,trend_date,window_start,window_end,trend_preday,trend_startday,trend_used_window_mean,trend_used
15,2,TRUE,10,Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,Eliminated Week 6,8,3,12,TRUE,TRUE,6,FALSE,26,8.666666667,0.288675135,26,8.666666667,0.288675135,1,FALSE,12,0.094202899,1.373213125,3.5,2012/10/1,2012/10/7,2,2012/9/30,2012/9/28,2012/9/30,2,1,3,3
15,2,TRUE,10,Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,2nd Place,2,3,12,TRUE,TRUE,10,FALSE,25,8.333333333,0.288675135,25,8.333333333,0.288675135,3,FALSE,10,0.09057971,0.915475416,3,2012/10/1,2012/10/7,2,2012/9/30,2012/9/28,2012/9/30,9,10,9.666666667,9.666666667
15,3,TRUE,10,Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,Eliminated Week 9,5,3,11,TRUE,TRUE,9,FALSE,25.5,8.5,0.5,25.5,8.5,0.5,5.5,TRUE,6.5,0.091726619,0.166279134,1,2012/10/8,2012/10/14,2,2012/10/7,2012/10/5,2012/10/7,0,0,0,0
15,3,TRUE,10,Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,Eliminated Week 4,9,3,11,TRUE,TRUE,4,FALSE,22.5,7.5,0,22.5,7.5,0,11,FALSE,1,0.080935252,-2.02860543,4.5,2012/10/8,2012/10/14,2,2012/10/7,2012/10/5,2012/10/7,12,20,19.66666667,19.66666667
15,3,TRUE,10,Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,Eliminated Week 3,11,3,11,TRUE,TRUE,3,TRUE,24,8,0,24,8,0,9.5,TRUE,2.5,0.086330935,-0.931163148,1.5,2012/10/8,2012/10/14,2,2012/10/7,2012/10/5,2012/10/7,11,6,9.666666667,9.666666667
15,3,TRUE,10,Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,Eliminated Week 9,4,3,11,TRUE,TRUE,9,FALSE,25,8.333333333,0.288675135,25,8.333333333,0.288675135,8,FALSE,4,0.089928058,-0.19953496,2.5,2012/10/8,2012/10/14,2,2012/10/7,2012/10/5,2012/10/7,9,8,9.333333333,9.333333333
15,3,TRUE,10,Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36,Eliminated Week 8,6,3,11,TRUE,TRUE,8,FALSE,25.5,8.5,0,25.5,8.5,0,5.5,TRUE,6.5,0.091726619,0.166279134,0,2012/10/8,2012/10/14,2,2012/10/7,2012/10/5,2012/10/7,6,3,5.666666667,5.666666667
15,3,TRUE,10,Helio Castroneves,Chelsie Hightower,Racing Driver,,Brazil,37,Eliminated Week 3,10,3,11,TRUE,TRUE,3,TRUE,25.5,8.5,0,25.5,8.5,0,5.5,TRUE,6.5,0.091726619,0.166279134,2.5,2012/10/8,2012/10/14,2,2012/10/7,2012/10/5,2012/10/7,0,0,0,0
15,3,TRUE,10,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,Eliminated Week 2,12,3,11,FALSE,FALSE,2,FALSE,0,0,0,,,,,FALSE,,,,,2012/10/8,2012/10/14,2,2012/10/7,2012/10/5,2012/10/7,0,5,6.666666667,6.666666667
15,3,TRUE,10,Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,3rd Place,3,3,11,TRUE,TRUE,10,FALSE,27,9,0,27,9,0,1.5,TRUE,10.5,0.097122302,1.263721415,5,2012/10/8,2012/10/14,2,2012/10/7,2012/10/5,2012/10/7,4,3,4.333333333,4.333333333
15,3,TRUE,10,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,Eliminated Week 8,7,3,11,TRUE,TRUE,8,FALSE,24,8,0,24,8,0,9.5,TRUE,2.5,0.086330935,-0.931163148,3,2012/10/8,2012/10/14,2,2012/10/7,2012/10/5,2012/10/7,7,9,8.333333333,8.333333333
15,3,TRUE,10,Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,29,1st Place,1,3,11,TRUE,TRUE,10,FALSE,27,9,0,27,9,0,1.5,TRUE,10.5,0.097122302,1.263721415,3.5,2012/10/8,2012/10/14,2,2012/10/7,2012/10/5,2012/10/7,2,2,3,3
15,3,TRUE,10,Pamela Anderson,Tristan MacManus,Model,,Canada,45,Eliminated Week 1,13,3,11,FALSE,FALSE,1,FALSE,0,0,0,,,,,FALSE,,,,,2012/10/8,2012/10/14,2,2012/10/7,2012/10/5,2012/10/7,12,11,11.33333333,11.33333333
15,3,TRUE,10,Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,Eliminated Week 6,8,3,11,TRUE,TRUE,6,FALSE,25.5,8.5,0,25.5,8.5,0,5.5,TRUE,6.5,0.091726619,0.166279134,-0.5,2012/10/8,2012/10/14,2,2012/10/7,2012/10/5,2012/10/7,2,2,2.333333333,2.333333333
15,3,TRUE,10,Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,2nd Place,2,3,11,TRUE,TRUE,10,FALSE,26.5,8.833333333,0.763762616,26.5,8.833333333,0.763762616,3,FALSE,9,0.095323741,0.897907322,1.5,2012/10/8,2012/10/14,2,2012/10/7,2012/10/5,2012/10/7,13,10,14,14
15,4,TRUE,10,Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,Eliminated Week 9,5,4,9,TRUE,TRUE,9,FALSE,34.5,8.625,0.25,34.5,8.625,0.25,7,FALSE,3,0.107309487,-0.382796884,9,2012/10/15,2012/10/21,2,2012/10/14,2012/10/12,2012/10/14,0,0,0,0
15,4,TRUE,10,Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,Eliminated Week 4,9,4,9,TRUE,TRUE,4,TRUE,32,8,0,32,8,0,8,FALSE,2,0.099533437,-1.165790511,9.5,2012/10/15,2012/10/21,2,2012/10/14,2012/10/12,2012/10/14,10,13,12,12
15,4,TRUE,10,Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,Eliminated Week 3,11,4,9,FALSE,FALSE,3,FALSE,0,0,0,,,,,FALSE,,,,,2012/10/15,2012/10/21,2,2012/10/14,2012/10/12,2012/10/14,8,4,7.666666667,7.666666667
15,4,TRUE,10,Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,Eliminated Week 9,4,4,9,TRUE,TRUE,9,FALSE,36,9,0,36,9,0,5,FALSE,5,0.111975117,0.086999292,11,2012/10/15,2012/10/21,2,2012/10/14,2012/10/12,2012/10/14,14,7,9.333333333,9.333333333
15,4,TRUE,10,Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36,Eliminated Week 8,6,4,9,TRUE,TRUE,8,FALSE,39.5,9.875,0.25,39.5,9.875,0.25,1.5,TRUE,8.5,0.122861586,1.183190369,14,2012/10/15,2012/10/21,2,2012/10/14,2012/10/12,2012/10/14,5,4,5.333333333,5.333333333
15,4,TRUE,10,Helio Castroneves,Chelsie Hightower,Racing Driver,,Brazil,37,Eliminated Week 3,10,4,9,FALSE,FALSE,3,FALSE,0,0,0,,,,,FALSE,,,,,2012/10/15,2012/10/21,2,2012/10/14,2012/10/12,2012/10/14,0,0,3.333333333,3.333333333
15,4,TRUE,10,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,Eliminated Week 2,12,4,9,FALSE,FALSE,2,FALSE,0,0,0,,,,,FALSE,,,,,2012/10/15,2012/10/21,2,2012/10/14,2012/10/12,2012/10/14,7,9,2.333333333,2.333333333
15,4,TRUE,10,Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,3rd Place,3,4,9,TRUE,TRUE,10,FALSE,37.5,9.375,0.25,37.5,9.375,0.25,3,FALSE,7,0.116640747,0.556795468,10.5,2012/10/15,2012/10/21,2,2012/10/14,2012/10/12,2012/10/14,3,5,3.666666667,3.666666667
15,4,TRUE,10,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,Eliminated Week 8,7,4,9,TRUE,TRUE,8,FALSE,30,7.5,0,30,7.5,0,9,FALSE,1,0.093312597,-1.792185412,6,2012/10/15,2012/10/21,2,2012/10/14,2012/10/12,2012/10/14,13,9,11,11
15,4,TRUE,10,Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,29,1st Place,1,4,9,TRUE,TRUE,10,FALSE,37,9.25,0.288675135,37,9.25,0.288675135,4,FALSE,6,0.115085537,0.400196742,10,2012/10/15,2012/10/21,2,2012/10/14,2012/10/12,2012/10/14,0,2,3.333333333,3.333333333
15,4,TRUE,10,Pamela Anderson,Tristan MacManus,Model,,Canada,45,Eliminated Week 1,13,4,9,FALSE,FALSE,1,FALSE,0,0,0,,,,,FALSE,,,,,2012/10/15,2012/10/21,2,2012/10/14,2012/10/12,2012/10/14,12,10,10,10
15,4,TRUE,10,Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,Eliminated Week 6,8,4,9,TRUE,TRUE,6,FALSE,35.5,8.875,0.25,35.5,8.875,0.25,6,FALSE,4,0.110419907,-0.069599433,10,2012/10/15,2012/10/21,2,2012/10/14,2012/10/12,2012/10/14,2,7,2,2
15,4,TRUE,10,Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,2nd Place,2,4,9,TRUE,TRUE,10,FALSE,39.5,9.875,0.25,39.5,9.875,0.25,1.5,TRUE,8.5,0.122861586,1.183190369,13,2012/10/15,2012/10/21,2,2012/10/14,2012/10/12,2012/10/14,10,11,12,12
15,5,TRUE,10,Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,Eliminated Week 9,5,3,8,TRUE,TRUE,9,FALSE,28.25,9.416666667,0.381881308,28.25,9.416666667,0.381881308,3.5,TRUE,5.5,0.127109111,0.401219523,-6.25,2012/10/22,2012/10/28,2,2012/10/21,2012/10/19,2012/10/21,0,0,0,0
15,5,TRUE,10,Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,Eliminated Week 4,9,3,8,FALSE,FALSE,4,FALSE,0,0,0,,,,,FALSE,,,,,2012/10/22,2012/10/28,2,2012/10/21,2012/10/19,2012/10/21,10,8,11.33333333,11.33333333
15,5,TRUE,10,Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,Eliminated Week 3,11,3,8,FALSE,FALSE,3,FALSE,0,0,0,,,,,FALSE,,,,,2012/10/22,2012/10/28,2,2012/10/21,2012/10/19,2012/10/21,0,0,3,3
15,5,TRUE,10,Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,Eliminated Week 9,4,3,8,TRUE,TRUE,9,FALSE,28,9.333333333,0.144337567,28,9.333333333,0.144337567,6,FALSE,3,0.125984252,0.187235777,-8,2012/10/22,2012/10/28,2,2012/10/21,2012/10/19,2012/10/21,14,6,10.66666667,10.66666667
15,5,TRUE,10,Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36,Eliminated Week 8,6,3,8,TRUE,TRUE,8,FALSE,28.25,9.416666667,0.144337567,28.25,9.416666667,0.144337567,3.5,TRUE,5.5,0.127109111,0.401219523,-11.25,2012/10/22,2012/10/28,2,2012/10/21,2012/10/19,2012/10/21,7,13,7,7
15,5,TRUE,10,Helio Castroneves,Chelsie Hightower,Racing Driver,,Brazil,37,Eliminated Week 3,10,3,8,FALSE,FALSE,3,FALSE,0,0,0,,,,,FALSE,,,,,2012/10/22,2012/10/28,2,2012/10/21,2012/10/19,2012/10/21,0,0,0,0
15,5,TRUE,10,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,Eliminated Week 2,12,3,8,FALSE,FALSE,2,FALSE,0,0,0,,,,,FALSE,,,,,2012/10/22,2012/10/28,2,2012/10/21,2012/10/19,2012/10/21,8,4,6.666666667,6.666666667
15,5,TRUE,10,Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,3rd Place,3,3,8,TRUE,TRUE,10,FALSE,25.75,8.583333333,0.144337567,25.75,8.583333333,0.144337567,8,FALSE,1,0.115860517,-1.738617932,-11.75,2012/10/22,2012/10/28,2,2012/10/21,2012/10/19,2012/10/21,8,8,9.333333333,9.333333333
15,5,TRUE,10,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,Eliminated Week 8,7,3,8,TRUE,TRUE,8,FALSE,26.25,8.75,0,26.25,8.75,0,7,FALSE,2,0.118110236,-1.310650441,-3.75,2012/10/22,2012/10/28,2,2012/10/21,2012/10/19,2012/10/21,9,7,10.33333333,10.33333333
15,5,TRUE,10,Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,29,1st Place,1,3,8,TRUE,TRUE,10,FALSE,28.25,9.416666667,0.144337567,28.25,9.416666667,0.144337567,3.5,TRUE,5.5,0.127109111,0.401219523,-8.75,2012/10/22,2012/10/28,2,2012/10/21,2012/10/19,2012/10/21,2,71,2.333333333,2.333333333
15,5,TRUE,10,Pamela Anderson,Tristan MacManus,Model,,Canada,45,Eliminated Week 1,13,3,8,FALSE,FALSE,1,FALSE,0,0,0,,,,,FALSE,,,,,2012/10/22,2012/10/28,2,2012/10/21,2012/10/19,2012/10/21,9,9,9.333333333,9.333333333
15,5,TRUE,10,Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,Eliminated Week 6,8,3,8,TRUE,TRUE,6,FALSE,29.25,9.75,0,29.25,9.75,0,1,FALSE,8,0.131608549,1.257154505,-6.25,2012/10/22,2012/10/28,2,2012/10/21,2012/10/19,2012/10/21,3,2,2.666666667,2.666666667
15,5,TRUE,10,Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,2nd Place,2,3,8,TRUE,TRUE,10,FALSE,28.25,9.416666667,0.5204165,28.25,9.416666667,0.5204165,3.5,TRUE,5.5,0.127109111,0.401219523,-11.25,2012/10/22,2012/10/28,2,2012/10/21,2012/10/19,2012/10/21,14,31,14,14
15,6,TRUE,10,Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,Eliminated Week 9,5,3,8,TRUE,TRUE,9,FALSE,30,10,0,30,10,0,1.5,TRUE,7.5,0.132743363,1.260144025,1.75,2012/10/29,2012/11/4,2,2012/10/28,2012/10/26,2012/10/28,0,0,0,0
15,6,TRUE,10,Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,Eliminated Week 4,9,3,8,FALSE,FALSE,4,FALSE,0,0,0,,,,,FALSE,,,,,2012/10/29,2012/11/4,2,2012/10/28,2012/10/26,2012/10/28,8,10,7.666666667,7.666666667
15,6,TRUE,10,Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,Eliminated Week 3,11,3,8,FALSE,FALSE,3,FALSE,0,0,0,,,,,FALSE,,,,,2012/10/29,2012/11/4,2,2012/10/28,2012/10/26,2012/10/28,0,0,0,0
15,6,TRUE,10,Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,Eliminated Week 9,4,3,8,TRUE,TRUE,9,FALSE,26.5,8.833333333,0.577350269,26.5,8.833333333,0.577350269,8,FALSE,1,0.117256637,-1.260144025,-1.5,2012/10/29,2012/11/4,2,2012/10/28,2012/10/26,2012/10/28,10,7,9.666666667,9.666666667
15,6,TRUE,10,Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36,Eliminated Week 8,6,3,8,TRUE,TRUE,8,FALSE,27.5,9.166666667,0.288675135,27.5,9.166666667,0.288675135,5.5,TRUE,3.5,0.121681416,-0.540061725,-0.75,2012/10/29,2012/11/4,2,2012/10/28,2012/10/26,2012/10/28,9,13,12,12
15,6,TRUE,10,Helio Castroneves,Chelsie Hightower,Racing Driver,,Brazil,37,Eliminated Week 3,10,3,8,FALSE,FALSE,3,FALSE,0,0,0,,,,,FALSE,,,,,2012/10/29,2012/11/4,2,2012/10/28,2012/10/26,2012/10/28,0,0,0,0
15,6,TRUE,10,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,Eliminated Week 2,12,3,8,FALSE,FALSE,2,FALSE,0,0,0,,,,,FALSE,,,,,2012/10/29,2012/11/4,2,2012/10/28,2012/10/26,2012/10/28,6,0,3.333333333,3.333333333
15,6,TRUE,10,Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,3rd Place,3,3,8,TRUE,TRUE,10,FALSE,27,9,0,27,9,0,7,FALSE,2,0.119469027,-0.900102875,1.25,2012/10/29,2012/11/4,2,2012/10/28,2012/10/26,2012/10/28,5,5,5.666666667,5.666666667
15,6,TRUE,10,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,Eliminated Week 8,7,3,8,TRUE,TRUE,8,FALSE,27.5,9.166666667,0.577350269,27.5,9.166666667,0.577350269,5.5,TRUE,3.5,0.121681416,-0.540061725,1.25,2012/10/29,2012/11/4,2,2012/10/28,2012/10/26,2012/10/28,6,7,7.333333333,7.333333333
15,6,TRUE,10,Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,29,1st Place,1,3,8,TRUE,TRUE,10,FALSE,29.5,9.833333333,0.288675135,29.5,9.833333333,0.288675135,3,FALSE,6,0.130530973,0.900102875,1.25,2012/10/29,2012/11/4,2,2012/10/28,2012/10/26,2012/10/28,4,3,3.333333333,3.333333333
15,6,TRUE,10,Pamela Anderson,Tristan MacManus,Model,,Canada,45,Eliminated Week 1,13,3,8,FALSE,FALSE,1,FALSE,0,0,0,,,,,FALSE,,,,,2012/10/29,2012/11/4,2,2012/10/28,2012/10/26,2012/10/28,9,8,9.333333333,9.333333333
15,6,TRUE,10,Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,Eliminated Week 6,8,3,8,TRUE,TRUE,6,TRUE,30,10,0,30,10,0,1.5,TRUE,7.5,0.132743363,1.260144025,0.75,2012/10/29,2012/11/4,2,2012/10/28,2012/10/26,2012/10/28,2,3,2.333333333,2.333333333
15,6,TRUE,10,Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,2nd Place,2,3,8,TRUE,TRUE,10,FALSE,28,9.333333333,0.763762616,28,9.333333333,0.763762616,4,FALSE,5,0.123893805,-0.180020575,-0.25,2012/10/29,2012/11/4,2,2012/10/28,2012/10/26,2012/10/28,16,15,15.33333333,15.33333333
15,7,TRUE,10,Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,Eliminated Week 9,5,3,7,TRUE,TRUE,9,FALSE,33,11,0,33,11,0,6,FALSE,2,0.136364031,-0.429752217,3,2012/11/5,2012/11/11,1,2012/11/4,2012/11/2,2012/11/4,0,21,0,0
15,7,TRUE,10,Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,Eliminated Week 4,9,3,7,FALSE,FALSE,4,FALSE,0,0,0,,,,,FALSE,,,,,2012/11/5,2012/11/11,1,2012/11/4,2012/11/2,2012/11/4,21,13,12.33333333,12.33333333
15,7,TRUE,10,Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,Eliminated Week 3,11,3,7,FALSE,FALSE,3,FALSE,0,0,0,,,,,FALSE,,,,,2012/11/5,2012/11/11,1,2012/11/4,2012/11/2,2012/11/4,0,0,0,0
15,7,TRUE,10,Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,Eliminated Week 9,4,3,7,TRUE,TRUE,9,FALSE,34.4999,11.49996667,0.577350269,34.4999,11.49996667,0.577350269,4,FALSE,4,0.142561983,-0.019535435,7.9999,2012/11/5,2012/11/11,1,2012/11/4,2012/11/2,2012/11/4,11,10,10,10
15,7,TRUE,10,Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36,Eliminated Week 8,6,3,7,TRUE,TRUE,8,FALSE,33.4998,11.1666,0,33.4998,11.1666,0,5,FALSE,3,0.138429326,-0.293058872,5.9998,2012/11/5,2012/11/11,1,2012/11/4,2012/11/2,2012/11/4,6,6,5.333333333,5.333333333
15,7,TRUE,10,Helio Castroneves,Chelsie Hightower,Racing Driver,,Brazil,37,Eliminated Week 3,10,3,7,FALSE,FALSE,3,FALSE,0,0,0,,,,,FALSE,,,,,2012/11/5,2012/11/11,1,2012/11/4,2012/11/2,2012/11/4,0,0,0,0
15,7,TRUE,10,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,Eliminated Week 2,12,3,7,FALSE,FALSE,2,FALSE,0,0,0,,,,,FALSE,,,,,2012/11/5,2012/11/11,1,2012/11/4,2012/11/2,2012/11/4,6,0,3.666666667,3.666666667
15,7,TRUE,10,Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,3rd Place,3,3,7,TRUE,TRUE,10,FALSE,36,12,0,36,12,0,3,FALSE,5,0.148760761,0.390736046,9,2012/11/5,2012/11/11,1,2012/11/4,2012/11/2,2012/11/4,5,5,6,6
15,7,TRUE,10,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,Eliminated Week 8,7,3,7,TRUE,TRUE,8,FALSE,27.9999,9.3333,0,27.9999,9.3333,0,7,FALSE,1,0.115702401,-1.797260005,0.4999,2012/11/5,2012/11/11,1,2012/11/4,2012/11/2,2012/11/4,31,20,35.33333333,35.33333333
15,7,TRUE,10,Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,29,1st Place,1,3,7,TRUE,TRUE,10,FALSE,38.9999,12.99996667,0.288675135,38.9999,12.99996667,0.288675135,1,FALSE,7,0.161157078,1.21119696,9.4999,2012/11/5,2012/11/11,1,2012/11/4,2012/11/2,2012/11/4,3,3,3.666666667,3.666666667
15,7,TRUE,10,Pamela Anderson,Tristan MacManus,Model,,Canada,45,Eliminated Week 1,13,3,7,FALSE,FALSE,1,FALSE,0,0,0,,,,,FALSE,,,,,2012/11/5,2012/11/11,1,2012/11/4,2012/11/2,2012/11/4,11,9,10.66666667,10.66666667
15,7,TRUE,10,Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,Eliminated Week 6,8,3,7,FALSE,FALSE,6,FALSE,0,0,0,,,,,FALSE,,,,,2012/11/5,2012/11/11,1,2012/11/4,2012/11/2,2012/11/4,6,3,6.333333333,6.333333333
15,7,TRUE,10,Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,2nd Place,2,3,7,TRUE,TRUE,10,FALSE,37.9998,12.6666,0,37.9998,12.6666,0,2,FALSE,6,0.157024421,0.937673523,9.9998,2012/11/5,2012/11/11,1,2012/11/4,2012/11/2,2012/11/4,16,13,19.33333333,19.33333333
15,8,TRUE,10,Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,Eliminated Week 9,5,3,7,TRUE,TRUE,9,FALSE,29.2777,9.759233333,0.250511004,29.2777,9.759233333,0.250511004,2.5,TRUE,5.5,0.14691932,0.545077622,-3.7223,2012/11/12,2012/11/18,2,2012/11/11,2012/11/9,2012/11/11,0,0,0,0
15,8,TRUE,10,Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,Eliminated Week 4,9,3,7,FALSE,FALSE,4,FALSE,0,0,0,,,,,FALSE,,,,,2012/11/12,2012/11/18,2,2012/11/11,2012/11/9,2012/11/11,7,5,6,6
15,8,TRUE,10,Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,Eliminated Week 3,11,3,7,FALSE,FALSE,3,FALSE,0,0,0,,,,,FALSE,,,,,2012/11/12,2012/11/18,2,2012/11/11,2012/11/9,2012/11/11,0,0,0,0
15,8,TRUE,10,Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,Eliminated Week 9,4,3,7,TRUE,TRUE,9,FALSE,29.0554,9.685133333,0.16033017,29.0554,9.685133333,0.16033017,4,FALSE,4,0.145803789,0.395391698,-5.4445,2012/11/12,2012/11/18,2,2012/11/11,2012/11/9,2012/11/11,11,10,9.666666667,9.666666667
15,8,TRUE,10,Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36,Eliminated Week 8,6,3,7,TRUE,TRUE,8,TRUE,29.2777,9.759233333,0.250511004,29.2777,9.759233333,0.250511004,2.5,TRUE,5.5,0.14691932,0.545077622,-4.2221,2012/11/12,2012/11/18,2,2012/11/11,2012/11/9,2012/11/11,4,5,4.333333333,4.333333333
15,8,TRUE,10,Helio Castroneves,Chelsie Hightower,Racing Driver,,Brazil,37,Eliminated Week 3,10,3,7,FALSE,FALSE,3,FALSE,0,0,0,,,,,FALSE,,,,,2012/11/12,2012/11/18,2,2012/11/11,2012/11/9,2012/11/11,0,0,0,0
15,8,TRUE,10,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,Eliminated Week 2,12,3,7,FALSE,FALSE,2,FALSE,0,0,0,,,,,FALSE,,,,,2012/11/12,2012/11/18,2,2012/11/11,2012/11/9,2012/11/11,0,0,4.666666667,4.666666667
15,8,TRUE,10,Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,3rd Place,3,3,7,TRUE,TRUE,10,FALSE,28.3333,9.444433333,0.09624429,28.3333,9.444433333,0.09624429,5,FALSE,3,0.142180197,-0.090835048,-7.6667,2012/11/12,2012/11/18,2,2012/11/11,2012/11/9,2012/11/11,5,6,6.333333333,6.333333333
15,8,TRUE,10,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,Eliminated Week 8,7,3,7,TRUE,TRUE,8,TRUE,25.5,8.5,0,25.5,8.5,0,7,FALSE,1,0.127962328,-1.998640393,-2.4999,2012/11/12,2012/11/18,2,2012/11/11,2012/11/9,2012/11/11,27,18,36.33333333,36.33333333
15,8,TRUE,10,Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,29,1st Place,1,3,7,TRUE,TRUE,10,FALSE,30,10,0,30,10,0,1,FALSE,7,0.150543915,1.031439038,-8.9999,2012/11/12,2012/11/18,2,2012/11/11,2012/11/9,2012/11/11,3,3,3.333333333,3.333333333
15,8,TRUE,10,Pamela Anderson,Tristan MacManus,Model,,Canada,45,Eliminated Week 1,13,3,7,FALSE,FALSE,1,FALSE,0,0,0,,,,,FALSE,,,,,2012/11/12,2012/11/18,2,2012/11/11,2012/11/9,2012/11/11,10,10,9.333333333,9.333333333
15,8,TRUE,10,Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,Eliminated Week 6,8,3,7,FALSE,FALSE,6,FALSE,0,0,0,,,,,FALSE,,,,,2012/11/12,2012/11/18,2,2012/11/11,2012/11/9,2012/11/11,2,1,1,1
15,8,TRUE,10,Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,2nd Place,2,3,7,TRUE,TRUE,10,FALSE,27.8333,9.277766667,0.855285311,27.8333,9.277766667,0.855285311,6,FALSE,2,0.139671132,-0.42751054,-10.1665,2012/11/12,2012/11/18,2,2012/11/11,2012/11/9,2012/11/11,14,12,14,14
15,9,TRUE,10,Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,Eliminated Week 9,5,3,5,TRUE,TRUE,9,TRUE,28.611,9.537,0.22449853,28.611,9.537,0.22449853,3,FALSE,3,0.202915325,0.374520599,-0.6667,2012/11/19,2012/11/25,2,2012/11/18,2012/11/16,2012/11/18,0,0,0,0
15,9,TRUE,10,Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,Eliminated Week 4,9,3,5,FALSE,FALSE,4,FALSE,0,0,0,,,,,FALSE,,,,,2012/11/19,2012/11/25,2,2012/11/18,2012/11/16,2012/11/18,4,4,4,4
